XID,Project Name,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
r343931,Solitaire Pride,"Jhalwa, Allahabad",Rs20.05 Lac - 91.87 Lac,N/A,New Launch,"1, 3 BHK",431 Sq. Ft to 2040 Sq. Ft (Saleable),Solitaire Valley,100 units,0.25 Acres,Ask for Details,Ask for Details,Jhalwa,Allahabad West,"Stunning Master Bedroom with Oil Bound Distemper walls.,Stunning Master Bedroom with Oil Bound Distemper walls.,Comfortable Living with Rain Water Harvesting facility.,Fully secure & safe with 24x7 Security services.,Stay fit with Gymnasium and Power Backup.,Relish leisure time at the Clubhouse amenities.",https://www.squareyards.com/solitaire-valley-projects/22373/builder,N/A,1,1,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Skating Rink,Power Backup; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Clubhouse; Indoor Games; Hypermarket
r411425,Sumadhura Sarang,"Doddabanahalli, Bangalore",Rs1.16 Cr - 2.10 Cr,N/A,Under Construction,"2, 3, 4 BHK",1225 Sq. Ft to 2215 Sq. Ft (Saleable),Sumadhura,410 units,4.26 Acres,Ask for Details,Ask for Details,Doddabanahalli,East Bangalore,"Strategically located near Whitefield Main Road and Old Madras Road.,Prime RERA approved project PRM/KA/RERA/1251/446/PR/180723/006075.,Enjoy modern amenities like gymnasium, power backup, and 24x7 security.,Experience luxurious living with acoustic emulsion walls and laminated wooden flooring.,Rainwater harvesting system and caf/coffee bar for a comfortable lifestyle.",https://www.squareyards.com/sumadhura-projects/501/builder,23 Years Experience,11,32,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Skating Rink,Power Backup; High Speed Elevators; Pet Area; Car Washing Bays; 24*7 Water Supply; Separate Enrty /Exit Gates; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Jacuzzi; Senior Citizen Area
r402868,Prestige Clairemont,"Kokapet, Hyderabad",Rs2.10 Cr - 4.60 Cr,N/A,Under Construction,"3, 4 BHK",2003 Sq. Ft to 4037 Sq. Ft (Saleable),Prestige,928 units,7.56 Acres,Ask for Details,Ask for Details,Kokapet,West Zone,,https://www.squareyards.com/prestige-projects/483/builder,33 Years Experience,26,217,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Medical Facility; Day Care Center; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Party Hall; Clubhouse; Indoor Games; Spa; Luxurious Clubhouse; High Street Retail; Senior Citizen Area
r419941,Neelkanth Chitrakut Greenville,"New Town, Kolkata",Rs43.01 Lac - 74.09 Lac,"Rs5,600 Per Sq. Ft",New Launch,"2, 3 BHK",768 Sq. Ft to 1323 Sq. Ft (Saleable),Neelkanth Nirman PVT LTD,117 units,1.11 Acres,Ask for Details,Ask for Details,New Town,East Kolkata,,https://www.squareyards.com/neelkanth-nirman-pvt-ltd-projects/13559/builder,N/A,1,2,HIRA/A/NOR/2018/000035,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Normal Park / Central Green,Party Hall; Indoor Games; Jacuzzi; Senior Citizen Area
r402421,Mahidhara Harmony,"Muthanallur, Bangalore",Rs1.79 Cr - 2.75 Cr,"Rs10,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1786 Sq. Ft to 2747 Sq. Ft (Saleable),Mahidhara Projects Private Limited,146 units,10 Acres,Ask for Details,Ask for Details,Muthanallur,South Bangalore,"Strategically located near NH 44, Bangalore, a prime investment hub.,Prm/KA/RERA/1251/308/PR/211122/005487 certificate ensures quality construction.,Jog, gym and stay fit with our on-site sports facility.,Reliable power backup for uninterrupted living and working.,Well-designed master bedrooms with high-quality vitrified flooring.",https://www.squareyards.com/mahidhara-projects-private-limited-projects/4018/builder,N/A,3,7,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Others; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Others; Living Area-Flooring: Vitrified Tiles; Bathroom: Exhaust Fan; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits; Jogging / Cycle Track; Table Tennis,Power Backup; AC Waiting Lobby; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance,Normal Park / Central Green,Party Hall; Indoor Games; Spa
r342545,Sobha The Supreme Tower,"HSR layout, Bangalore",Price on Request,N/A,Well Occupied,"2, 3 BHK",1365 Sq. Ft to 1935 Sq. Ft (Saleable),Sobha,910 units,15 Acres,Ask for Details,Ask for Details,HSR layout,South Bangalore,"Exclusive living in Sobha ' s Supreme Tower in HSR layout.,Connectivity to Hosur Road, just 0.6 km away.,Luxurious amenities like power backup and badminton courts.,Spacious apartments with oil-bound distemper walls and vitrified flooring.,Invest in a serene and convenient lifestyle in Bangalore.",https://www.squareyards.com/sobha-projects/104/builder,24 Years Experience,18,178,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green; Large Green Area,Indoor Games
r418966,NSL East Luxoria,"Uppal, Hyderabad",Rs1.78 Cr - 2.63 Cr,"Rs7,900 Per Sq. Ft",Under Construction,"3, 4 BHK",2251 Sq. Ft to 3331 Sq. Ft (Saleable),NSL Infratech Pvt Ltd,1026 units,36 Acres,Ask for Details,Ask for Details,Uppal,East Zone,"Affordable luxury living in Uppal, Hyderabad,Strategically located near NH 163 and Inner Ring Road,Exclusive amenities like gym, power backup, and green spaces,Luxurious specifications such as oil bound distemper and vitrified tiles,Secure living with 24/7 security and robust safety features",https://www.squareyards.com/nsl-infratech-pvt-ltd-projects/3254/builder,45 Years Experience,2,4,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Skating Rink; Rappelling/Rock Climbing; Gazebo,Power Backup; PNG; Treated Water Supply; Day Care Center; Pet Area; Guest House; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Large Green Area,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Obeservatory Deck; Senior Citizen Area
r403916,Shalimar Gallant West,"Mahanagar, Lucknow",Rs2.45 Cr - 2.50 Cr,N/A,Mid Stage,4 BHK,4015 Sq. Ft to 4090 Sq. Ft (Saleable),Shalimar Corp Limited,87 units,2.02 Acres,Ask for Details,Ask for Details,Mahanagar,Lucknow North,"Luxurious 4 BHK apartments with ample space starting from 4015 sq. ft.,Luxurious 4 BHK apartments with ample space starting from 4015 sq. ft.,Strategically located near Sitapur Road and Faizabad Road for easy connectivity.,Limited power backup ensures a modern living experience with uninterrupted services.,Exclusive gymnasium within the complex for residents to stay fit and active.,High-quality construction with plastic emulsion walls for master bedrooms.,Choices of 4 BHK apartments in 4015 sq. ft. and 4090 sq. ft. options.",https://www.squareyards.com/shalimar-corp-limited-projects/2405/builder,34 Years Experience,1,33,UPRERAAGT10119,Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Ceilings: PoP Design / Punning; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Amphitheater; Indoor Games
r438209,Marshal Srishti,"Bhandup West, Mumbai",Rs79.33 Lac - 1.08 Cr,"Rs19,098 Per Sq. Ft",Partially Ready To Move,"1, 2 BHK",408 Sq. Ft to 556 Sq. Ft (Carpet),Srishti Groups,320 units,1 Acres,Ask for Details,Ask for Details,Bhandup West,Mumbai Central Suburbs,,https://www.squareyards.com/srishti-groups-projects/2367/builder,N/A,28,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r438102,Osian Divino,"Salisbury Park, Pune",Rs1.19 Cr - 4.32 Cr,N/A,Under Construction,"2, 3, 4 BHK",626 Sq. Ft to 2272 Sq. Ft (Carpet),Osian Reality,97 units,0.62 Acres,Ask for Details,Ask for Details,Salisbury Park,Pune South,,https://www.squareyards.com/osian-reality-projects/14892/builder,N/A,3,1,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits; Yoga Areas; Gazebo,Power Backup; Solar Heaters; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Video Phone,Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games; Conference Room
r381691,Sudarshan Landmark,"Jogeshwari East, Mumbai",Rs89.56 Lac - 3.07 Cr,N/A,Ready to Move,"1, 2, 3 BHK",267 Sq. Ft to 916 Sq. Ft (Carpet),Jagjit Estate and Development Co,36 units,0.22 Acres,Ask for Details,Ask for Details,Jogeshwari East,Mumbai Western Suburbs,,https://www.squareyards.com/jagjit-estate-and-development-co-projects/15504/builder,N/A,1,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r404243,Lodha Divino,"Matunga East, Mumbai",Rs4.22 Cr - 8.89 Cr,N/A,Under Construction,"2, 3, 4 BHK",820 Sq. Ft to 1727 Sq. Ft (Carpet),Lodha,647 units,10 Acres,Ask for Details,Ask for Details,Matunga East,Mumbai South,,https://www.squareyards.com/lodha-projects/521/builder,39 Years Experience,40,341,A51800000454,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: Wardrobes, Air Conditioner Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; Guest House; 24*7 Water Supply; Separate Enrty /Exit Gates; Service Elevators; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; High Street Retail; Senior Citizen Area
r61689,Ashiana Umang,"Jhai, Jaipur",Rs58.75 Lac - 91.90 Lac,N/A,Partially Ready To Move,"2, 3 BHK",1209 Sq. Ft to 1855 Sq. Ft (Saleable),Ashiana,804 units,64.42 Acres,Ask for Details,"Oct 01, 2021",Jhai,Jaipur West,"Strategically located near Jaipur Jodhpur National Highway.,Easy access to Jaipur Ring Road, for a convenient commute.,RERA certified projects with approval numbers RAJ/P/2017/022, RAJ/P/2018/779, RAJ/P/2021/1430, and RAJ/P/2022/2212.,Equipped with modern amenities like power backup and a well-equipped gymnasium.,Well-planned apartments with Acrylic Emulsion walls and Vitrified Tiles flooring.",https://www.squareyards.com/ashiana-projects/17/builder,40 Years Experience,7,39,RAJ/A/2018/648,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Solar Lighting; Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Luxurious Clubhouse; Multi Brand Retail
r426644,BPTP The Amaario,"Sector 37D, Gurgaon",Rs6.28 Cr - 6.35 Cr,"Rs17,250 Per Sq. Ft",New Launch,4 BHK,3640 Sq. Ft to 3680 Sq. Ft (Saleable),BPTP,248 units,4.76 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,"Dwarka Expressway proximity for seamless connectivity.,Dwarka Expressway proximity for seamless connectivity.,Exclusive 4 BHK apartments with ample living space.,Power backup for uninterrupted living and working.,Well-equipped gymnasium for a healthy lifestyle.,Stylish acrylic emulsion finishing on bedroom walls.,Competitive pricing for luxurious living in Sector 37D.",https://www.squareyards.com/bptp-projects/24/builder,16 Years Experience,4,64,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Premium Bath Fittings; Structure: Seismic Zone V Compliant",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool; Rappelling/Rock Climbing,Power Backup; Restaurant; Treated Water Supply; Day Care Center; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building,Mini Theatre; Party Hall; Clubhouse; Indoor Games; Spa
r260370,Assetz 63 Degree East,"Off Sarjapur road, Bangalore",Rs84.49 Lac - 92.57 Lac,"Rs8,742 Per Sq. Ft",Partially Ready To Move,"1, 2, 3 BHK",685 Sq. Ft to 1396 Sq. Ft (Saleable),Assetz Homes,1850 units,26 Acres,Ask for Details,"Jun 24, 2020",Off Sarjapur road,South Bangalore,"Situated off Sarjapur Road for convenient connectivity to IT parks, educational institutions, and shopping malls.,Situated off Sarjapur Road for convenient connectivity to IT parks, educational institutions, and shopping malls.,Boasts rainwater harvesting, solar power, and energy-efficient features to live green.,Amenities consist of upscale clubhouse, pool, sports courts, and jogging tracks.,Well-appointed 1, 2, and 3 BHK flats with luxury fittings and ventilation.,Gated community with 24/7 security, CCTV surveillance, and intercom facility.",https://www.squareyards.com/assetz-homes-projects/429/builder,N/A,9,33,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Solar Heaters; Treated Water Supply; Day Care Center; Laundromat; 24*7 Water Supply; Separate Enrty /Exit Gates; ATM's; Lift,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Dance Room; Reading Room/Library; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa
r418843,Smart World The Edition,"Sector 66, Gurgaon",Rs6.56 Cr - 7.91 Cr,"Rs21,599 Per Sq. Ft",Under Construction,"3, 4 BHK",3035 Sq. Ft to 3660 Sq. Ft (Saleable),Smart World Developers,956 units,10.7 Acres,Ask for Details,Ask for Details,Sector 66,Golf Course Extension,"Strategically located near Golf Course Extension Road.,Strategically located near Golf Course Extension Road.,Easy access to Sohna Road and Golf Course Extension Road.,Well-designed amenities for a comfortable lifestyle.,Luxurious finishes and high-quality construction materials.,24/7 security and power backup for added convenience.",https://www.squareyards.com/smart-world-developers-projects/10286/builder,N/A,3,4,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Party Hall; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi
