XID,Data Point,Housing,MagicBricks,SquareYards
426159,BHK,"3, 3.5, 4 BHK Apartments",1 BHK Flats,"1, 3 BHK"
426159,Property Type,,Flat,
426159,Project Status,,Under Construction,New Launch
426159,Launch Date,"Apr, 2024 Avg. Price: 12.41 K/sq.ft",1-Jan-24,Ask for Details
426159,Possession Date,"Jan, 2029",1-Mar-28,Ask for Details
426159,Total Units,,1172.0,1172 units
426159,Project Size (Acres),6 Acres,12 Acre,12 Acres
426159,Amenities Count,,31,
426159,USP,Why Ska Destiny One? Diverse Pool Virtual Golf Spa & Electric Vehicle Charging Unit Solar Lighting In Basement Floor to Floor Height (11 & 12 Feet),"Noida International Airport | Well-connected to the Delhi-Mumbai Expressway | Home to the upcoming Olympic City & Film City | Senic tourist highway connecting Delhi-Noida-Agra-Lucknow | Commercial presence including Patanjali, LG, Vivo & Bikanerwala | Shopping extravaganza at Venice Mall & Omaxe Mall | Upcoming city processing unitUpcoming Rapid Rail, Pod Taxi & Metro for easy commute | Convenient Access via proposed Delhi-Faridabad bypass | Proximity to Noida Extension's Business District | Nearby IT HubsClose to Sector 18 for retail and entertainment | International cricket stadium. F1 & Moto GP track",
426159,Builder Experience,,32+ years,9 Years Experience
426159,Total Towers,,2,
426159,Rera Number,UPRERAPRJ783951/04/2024,,UPRERAAGT10119
426316,Name,Dani Sky,Dani Sky,Dani Sky
426316,Location,"Plot No. 13, Sector No. 6, Pushpak Nagar Dapoli, Panvel, Navi Mumbai","Pushpak Nagar, Navi Mumbai","Dapoli, Navi Mumbai"
426316,Builder Name,DANI ENTERPRISES,Dani Enterprises,Dani Enterprises
426316,Price Range,39.0 L - 63.0 L,,Rs49.59 Lac - 76.30 Lac
426316,Price per Sq.Ft,,,
426316,BHK,"1, 2 BHK Apartments","1,2 BHK Flats","1, 2 BHK"
426316,Property Type,,,
426316,Project Status,,,New Launch
426316,Launch Date,"Mar, 2024 Avg. Price: Price on request",,Ask for Details
426316,Possession Date,"Dec, 2027",,Ask for Details
426316,Total Units,,167.0,125 units
426316,Project Size (Acres),0.67 Acres,2740 Sq-m,0.67 Acres
426316,Amenities Count,,7,
426316,USP,"Property Location Plot No. 13, Sector No. 6, Pushpak Nagar Dapoli, Panvel, Navi Mumbai Around This Project School Ved Gruh Public School 6 mins (5.5 km) Hospital Manomay Hospital 8 mins (5.9 km) Shivam Hotel(sai dhaba) View more on Maps","Clear Title CIDCO Transfer Plot | G + 13 Storey Residential Cum-commercial Project | Located Amidst Serene Environs of Pushpak Nagar and Pargaon Hills | Well Planned & Luminous 1 BHK & 2 BHK Flats | Modern Style Entrance Gate to the Complex | Decorative Grand Entrance Stylish ( 2 Wing ) Lobby | Exclusively Designed Large Frontage Showrooms Ground and 1st Floor | Recreational Activity Centers with Lush Green Outdoor Space on 2nd Floor | Top Quality Construction with Earthquake Resistant Structure | Flats Designed for Maximum Space Utilization | Natural Lighting and Cross Ventilation in all Flats | Generator Backup for Common Area Light and Lifts | Latest Fire Fighting System as per CFO Suggested Norms | Adequate Lighting Arrangements in Compound Premises | 4 High Speed Lifts ( Reputed Make ) | Adequate Basement, Ground & 1st Level Podium Parking | Advance Security with CCTV Cameras & 24x7 Security Guard | Elegant Building Entrance Gate | Project Approved for Housing Loans from all | Leading Financial Institutions | CIDCO Proposed Greenfield Smart City Pushpak Nagar. | A Grand Multi-Speciality Hospital Spread over 5 acres in Sector - 1. | JIO Institute for Advanced Studies at 10 minutes drive. | Reliance Special Economic Zone adjacent to NMIA. | proximity to JNPT, Kharghar BKC 2.0, CBD Belapur. | Bank, ATM, D-Mart Close to 1km Radius.",
426316,Builder Experience,,10+ years,
426316,Total Towers,,,
426316,Rera Number,P52000055395,,A51800000454
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",1-May-24,Ask for Details
426520,Possession Date,"Dec, 2028",1-Dec-28,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,Builder Experience,,21+ years,4 Years Experience
426520,Total Towers,,4,
426520,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",1-May-24,Ask for Details
426520,Possession Date,"Dec, 2028",1-Dec-28,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,Builder Experience,,21+ years,4 Years Experience
426520,Total Towers,,4,
426520,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",01 May 2024,Ask for Details
426520,Possession Date,"Dec, 2028",01 December 2028,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,Builder Experience,,21+ years,4 Years Experience
426520,Total Towers,,4,
426520,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",01 May 2024,Ask for Details
426520,Possession Date,"Dec, 2028",01 December 2028,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,Builder Experience,,21+ years,4 Years Experience
426520,Total Towers,,4,
426520,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",1-May-24,Ask for Details
426520,Possession Date,"Dec, 2028",1-Dec-28,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,Builder Experience,,21+ years,4 Years Experience
426520,Total Towers,,4,
426520,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,Name,Conscient Parq,PARQ,Conscient Parq
426520,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,Property Type,,Flat,
426520,Project Status,,Under Construction,New Launch
426520,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",1-May-24,Ask for Details
426520,Possession Date,"Dec, 2028",1-Dec-28,Ask for Details
426520,Total Units,,456.0,528 units
426520,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,Amenities Count,,15,
426520,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
