XID,Phase,Data Point,Housing,MagicBricks,SquareYards
427191,1,Price per Sq.Ft,,Rs 14500,"Rs17,500 Per Sq. Ft"
427191,1,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
427191,1,Property Type,,,
427191,1,Project Status,,,New Launch
427191,1,Launch Date,0,,Ask for Details
427191,1,Possession Date,"May, 2028",,Ask for Details
427191,1,Total Units,,524.0,617 units
427191,1,Project Size (Acres),5.3 Acres (40% open),5 Acre,5.53 Acres
427191,1,Amenities Count,,11.0,
427191,1,USP,Why ANANTAM? 3 ICONIC towers 4-core TALLEST TOWERS in the vicinity with 55-57 Stories 8 lifts in single tower with 2 dedicated lifts for each apartment plus 2 service lifts separate A massive state-of-the-art Clubhouse. Sun facing units View More Highlights,,"Well-connected to NH 8, Dwarka Expressway, and Pataudi Road.,Luxurious living amidst lush green surroundings, ideal.,Modern apartments with top-notch interior specifications.,Seras gated community with 24/7 power backup and security.,Affordable apartments with competitive prices."
427191,1,Builder Experience,,5+ years,
427191,1,Total Towers,,,
427191,1,Rera Number,Not Found,,660/2017/307
427191,1,Specifications,,"The swimming pool, Yoga center, Clubhouses, and gym are available in Ganga Realty Apartments Sector 85 Gurgaon.
A jogging area, Playing ground, and Cycling track are available in it.
Also, Huge spaces are available for special occasions and parties.
Our luxurious property built with earthquake resistance and Vastu compliant designs.
Also, the Best modular kitchen and Premium quality granite has installed.
In the bathroom, ceramics tiles and a geyser installed In Ganga Realty Sector 85 Gurgaon Apartments.
24*7 Power backup and water supply are available.
Moreover, high-security facility with CCTV surveillance
A well mannered team is available in Ganga Realty Anantam 85 Sector 85 Luxury Apartments","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave, Double Bowl Sink; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
427191,1,Amenities,Amphitheater Cricket Pitch Gazebo Spa Reflexology Park Vastu Compliant Skating Rink Swimming Pool Fountains Table Tennis Fire Fighting System Gymnasium Medical Store/Pharmacy 24X7 Water Supply Car Parking Squash Court Golf Course Jogging Track Senior Citizen Siteout Pergola Food Court Business Center Club House Children's Play Area Entrance Lobby Yoga / Meditation Area Bar/Chill-out Lounge Lift(s) Badminton Court 24x7 CCTV Surveillance RO Water System Sun Deck Restaurant Multipurpose Hall Basketball Court Paved Compound Cineplex Library 24x7 Security Power Backup Cafeteria Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/319501-anantam-by-ganga-realty-in-sector-85 Extraction_Date: 2025-04-01 23:10:48  Processing URL 730/5207: https://housing.com/in/buy/projects/page/252587-brigade-citadel-by-brigade-enterprises-ltd-in-borabanda,"Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Gymnasium, Rain Water Harvesting, Kids play area",
427906,1,Name,Sobha Altus,Sobha Altus,Sobha Altus
427906,1,Location,"Sector 106, Dwarka Expressway, Gurgaon","Sector 106, Gurgaon","Sector 106, Gurgaon"
427906,1,Builder Name,SOBHA LIMITED,SOBHA Limited,Sobha
427906,1,Price Range,1.74 Cr - 10.45 Cr,,Rs1.60 Cr - 9.23 Cr
427906,1,Price per Sq.Ft,,,"Rs23,588 Per Sq. Ft"
427906,1,BHK,"Studio, 3, 4 BHK Apartment,Studio Apartments",,"3, 4 BHK"
427906,1,Property Type,,,
427906,1,Project Status,,,New Launch
427906,1,Launch Date,"May, 2024 Avg. Price: 25.61 K/sq.ft",,Ask for Details
427906,1,Possession Date,"Dec, 2031",,Ask for Details
427906,1,Total Units,,,293 units
427906,1,Project Size (Acres),5.51 Acres,,5.51 Acres
427906,1,Amenities Count,,0.0,
427906,1,USP,"Why Sobha Altus? Grand arrival experience with an exclusive drop-off with a fountain, grand porch and lobby. A world-class 46,080.5 sq. ft. clubhouse, The Waverly Club, with state-of-the-art amenities. 2 Towers 3B + G + 26 Floors 1 Tower 1B + S + 11 Floors Total number of towers are 3 View More Highlights",,"Sobha Altus: Strategically located near Old Delhi Gurgaon Road.,Effortless connectivity to Dwarka Expressway for smooth travel.,Stay active and healthy at the on-site gym and sports facilities.,Enjoy seamless living with 24/7 power backup.,Experience luxurious living at an affordable price point.,Master bedrooms feature luxurious oil bound distemper finishing.,Latest vitrified tiles flooring in master bedrooms.,Provides 3 BHK (3045–3231 sq. ft.), 4 BHK (3914 sq. ft.), and studio apartments (678–735 sq. ft.),Boasts a 46,080 sq. ft. clubhouse, temperature-regulated indoor swimming pool, co-working areas, and indoor games lounge.,Wrap-around greens and green landscaped areas complement the living atmosphere,Developed by Sobha with a reputation of completing 185 projects with 10 under execution"
427906,1,Builder Experience,,,24 Years Experience
427906,1,Total Towers,,,
427906,1,Rera Number,RC/REP/HARERA/GGM/828/560/2024/55 dated 27/05/2024 |,,660/2017/307
427906,1,Specifications,,,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure"
427906,1,Amenities,Waiting Lounge Sauna Bath Spa Reflexology Park Swimming Pool Table Tennis Kid's Pool Gymnasium Squash Court Car Parking Jogging Track Gated Community Indoor Games Cycling & Jogging Track Party Lawn Club House Yoga / Meditation Area Steam Room Bar/Chill-out Lounge Barbecue Area Party Hall Lift(s) Badminton Court Banquet Hall Infinity Pool Cafeteria Less Source_URL: https://housing.com/in/buy/projects/page/323687-sobha-altus-by-sobha-limited-in-sector-106 Extraction_Date: 2025-04-01 23:15:25  Processing URL 735/5207: https://housing.com/in/buy/projects/page/289975-nirmal-pearl-by-nirmal-shelters-p-ltd-in-yapral,,
427906,1,Price Range,1.74 Cr - 10.45 Cr,8.61 Cr,Rs1.60 Cr - 9.23 Cr
427906,1,Price per Sq.Ft,,Rs 21000,"Rs23,588 Per Sq. Ft"
427906,1,BHK,"Studio, 3, 4 BHK Apartment,Studio Apartments","1,3,4 BHK Flat, Studio Apartments","3, 4 BHK"
427906,1,Property Type,,"Flat, Studio Apartment",
427906,1,Project Status,,Under Construction,New Launch
427906,1,Launch Date,"May, 2024 Avg. Price: 25.61 K/sq.ft",01 May 2024,Ask for Details
427906,1,Possession Date,"Dec, 2031",01 December 2031,Ask for Details
427906,1,Total Units,,293.0,293 units
427906,1,Project Size (Acres),5.51 Acres,5 Acre,5.51 Acres
427906,1,Amenities Count,,23.0,
427906,1,USP,"Why Sobha Altus? Grand arrival experience with an exclusive drop-off with a fountain, grand porch and lobby. A world-class 46,080.5 sq. ft. clubhouse, The Waverly Club, with state-of-the-art amenities. 2 Towers 3B + G + 26 Floors 1 Tower 1B + S + 11 Floors Total number of towers are 3 View More Highlights","Total 70% Open Greens Space | Tripple Height Grand Entrance Lobby | Podium Greens with Vehicle Free Zone | Bedroom with a Lockable Walk-In Closet | Sunken Garden Boasts of Lush Greenery & Beauty | Landscape Consultants Oracles | IGBC Green Homes Rating | Wrap around balconies with stunning nature views | Effortless access to major destinations | Signal-free drive | Contemporary parametric design and quality construction | No Common Walls | Wave-like wraparound balconies with panoramic views | World-class 46,080.5 sq. ft. (4,280.98 sq. m.) clubhouse | State-of-the-art amenities | Biophilic-inspired project has 5 ft. of vegetation around | Pre-certified with a Gold Star Rating | Conscient One Mall – 2 mins | IICC Convention Center – 6 mins | Diplomatic Enclave II – 8 mins | World Global City – 10 mins | Delhi Public School – 10 mins | Manipal Hospital – 12 mins | Cyber Hub Gurgaon – 15 mins | Udyog Vihar – 15 mins | IGI Airport – 20 mins | SGT University – 20 mins | Rapid Metro Station - 5 mins | Marengo Asia Hospital - 3 mins | Grand Hyatt Gurgaon - 2 mins | Gurugram University - 15 mins | Delhi Public School Imperial Heritage School CCS University - 10 min | SGT University- 20 min | Manipal Hospital - 18 min | The Shri Ram School National Law University  - 25 min | Fortis Memorial Research Institute Artemis Hospital-  30 min | JW Marriott, Aerocity - 25 min | Neo Centra Mall - 5 min | Welcomhotel by ITC Taj Vivanta Leela Hotel Oberoi Hotel - 20 min | Ambience Mall Vegas Mall - 30 min | IMT Manesar- 35 min | Dwarka Aerocity Cyber City Golf Course Extension - 25 min | IGI Airport NH 48 IFFCO Chowk Rajiv Chowk - 30 min","Sobha Altus: Strategically located near Old Delhi Gurgaon Road.,Effortless connectivity to Dwarka Expressway for smooth travel.,Stay active and healthy at the on-site gym and sports facilities.,Enjoy seamless living with 24/7 power backup.,Experience luxurious living at an affordable price point.,Master bedrooms feature luxurious oil bound distemper finishing.,Latest vitrified tiles flooring in master bedrooms.,Provides 3 BHK (3045–3231 sq. ft.), 4 BHK (3914 sq. ft.), and studio apartments (678–735 sq. ft.),Boasts a 46,080 sq. ft. clubhouse, temperature-regulated indoor swimming pool, co-working areas, and indoor games lounge.,Wrap-around greens and green landscaped areas complement the living atmosphere,Developed by Sobha with a reputation of completing 185 projects with 10 under execution"
427906,1,Builder Experience,,30+ years,24 Years Experience
427906,1,Total Towers,,3,
427906,1,Specifications,,"Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Floors Vitrified tiles
Other Bedroom
Vitrified tiles in living dinning and bedroom
Kitchen
- Vitrified flooring
Toilets
Anti Skid Ceramic Tiles
Fitting
Toilets
Concealed Plumbing, Branded CP Fitting, Branded Sanitary Fittings
Kitchen
Granite Platform with Stainless Steel Sink and Drain Board
Doors
Teak Wood Doors
Wall & Ceiling
Interior
Acrylic Paint
Exterior
Apex Paint
Kitchen
Designer Tiles Dado up to 2 Feet Height Above Platform
Toilets
Designer Tiles Dado up to 7 Feet Height Above Platform","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure"
427906,1,Amenities,Waiting Lounge Sauna Bath Spa Reflexology Park Swimming Pool Table Tennis Kid's Pool Gymnasium Squash Court Car Parking Jogging Track Gated Community Indoor Games Cycling & Jogging Track Party Lawn Club House Yoga / Meditation Area Steam Room Bar/Chill-out Lounge Barbecue Area Party Hall Lift(s) Badminton Court Banquet Hall Infinity Pool Cafeteria Less Source_URL: https://housing.com/in/buy/projects/page/323687-sobha-altus-by-sobha-limited-in-sector-106 Extraction_Date: 2025-04-01 23:15:25  Processing URL 735/5207: https://housing.com/in/buy/projects/page/289975-nirmal-pearl-by-nirmal-shelters-p-ltd-in-yapral,"Outdoor Tennis Courts, Power Back Up, Swimming Pool, Security, Visitor Parking, Intercom Facility, Maintenance Staff, Banquet Hall, Gymnasium, Indoor Games Room, Laundry Service, Rain Water Harvesting, RO Water System, Air Conditioned, Indoor Squash & Badminton Courts, Vaastu Compliant, Waste Disposal, Mini Cinema Theatre, Sea facing, Earth quake resistant, Large Open space, Grand Entrance lobby, Solar Energy",
428412,1,Name,Signature Global Titanium SPR,Signatureglobal Titanium SPR,Signature Global Titanium SPR
428412,1,Location,"Sector 71, Golf Course Extension Road, Gurgaon","Sector 71, Gurgaon","Sector 71, Gurgaon"
428412,1,Builder Name,SIGNATURE GLOBAL BUILDERS PVT. LTD.,Signature Global,Signature Global
428412,1,Price Range,4.73 Cr - 6.27 Cr,,Rs4.73 Cr - 6.43 Cr
428412,1,Price per Sq.Ft,,Rs 8696,"Rs17,000 Per Sq. Ft"
428412,1,BHK,"3.5, 4, 4.5 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
428412,1,Property Type,,,
428412,1,Project Status,,,New Launch
428412,1,Launch Date,"May, 2024 Avg. Price: 16.75 K/sq.ft",,Ask for Details
428412,1,Possession Date,"May, 2031",,Ask for Details
428412,1,Total Units,,608.0,608 units
428412,1,Project Size (Acres),22.5 Acres (65% open),22 Acre,22.5 Acres
428412,1,Amenities Count,,14.0,
428412,1,USP,"Why Signature Global Titanium SPR? IGBC Green Rating 5 star. Sky Terrace in 30th Floor of Every Tower. Alfresco Seating with FnB Outlets. Around 1km Jogging track length, separately in both the site pockets. 5 tier security system. View More Highlights","EV charging bays, dedicated car washing facility | Double Height Living Areas | Open Air Courtyards, Sky Terraces & Lounges | 6 Elevators In Each Tower Including Private Elevators | A Biophilic Sanctuary, Wide Large Balcony Decks | 3 Lavish Green Open Area & Fully Loaded Apartments | 40 Luxurious & Futuristic Amenities With 91% Open Area | 1 Lakh sq.ft. High Street Shopping Complex | Ultra Luxury Residences with 7 Star Living Experience | Swimming pool – 2 kids pool & 3 All wheather pool | 02 Minutes from National Highway (NH) – 8 (approx.) | 15 Minutes form Toll Plaza (approx.) | 26 Minutes from IGI Airport (approx.) | Near DLF New Town Heights & DLF Garden City | Presently 3 km. away from Vatika chowk | Only 4 km. away from Subhash Chowk | Truly 6 km. away from Tau Devilal stadium | Proposed SPR metro | Proposed Delhi-Alwear RRTS | Proposed Manesar MRTS | Signature Global is thrilled to announce that Signature Global Titanium SPR is IGBC Gold certified, a testament to our commitment to sustainability. | We lead the charge in constructing green projects in Gurugram. | As proud members of the Indian Green Building Council (IGBC), we priorities environmental responsibility.","Versatile Connectivity and Accessibility,Sky High Luxury & Expansive Township,Natural Harmony & Sunshine in Each Balcony,Rising Demands & Property Prices,Located in Sector 71, Gurgaon, with smooth connectivity to NH-8, CPR, SPR, and Golf Course Extension Road,Forms part of a sprawling 125-acre development, with the first phase consisting of 14.382 acres,Comprises 40-story tall towers offering breathtaking city views,Provides 3.5 BHK (about 2,780 sq. ft.) and 4.5 BHK (about 3,780 sq. ft.) units with large decks,Imported marble flooring, anti-skid vitrified tiles, VRV/VRF air conditioning systems, and smart home technology for lights, curtains, and security"
428412,1,Builder Experience,,11+ years,19 Years Experience
428412,1,Total Towers,,,
428412,1,Rera Number,RERA-GRG-PROJ-1641-2024,,660/2017/307
428412,1,Specifications,,"FLOORING & SKIRTING : IMPORTED MARBLE
WALLS : ACRYLIC EMULSION PAINT
CEILING : ACRYLIC EMULSION PAINT
BOXING FOR INDOOR A.C UNIT : CALCIUM SILICATE BOARD WITH MS FRAMEWORK
FLOORING & SKIRTING : IMPORTED MARBLE
WALL : ACRYLIC EMULSION PAINT
CEILING : ACRYLIC EMULSION PAINT
FLOORING & SKIRTING : IMPORTED MARBLE
WALLS : VITRIFIED GLOSSY TILES
CEILING : ACRYLIC EMULSION PAINT ON CEILING/MOISTURE-PROOF BOARD FALSE CEILING
COUNTER : IMPORTED MARBLE /ENGINEERED STONE
FIXTURES : BRANDED
CARPENTRY : MIRROR, VANITY CABINET
ACCESSORIES : TOILET PAPER HOLDER, TOWEL RING
FLOORING & SKIRTING : IMPORTED MARBLE
WALLS : ACRYLIC EMULSION PAINT
CEILING :  ACRYLIC EMULSION PAINT
BOXING FOR INDOOR A.C INDOOR UNIT : CALCIUM SILICATE BOARD WITH MS FRAMEWORK
WALK -IN- CLOSET : MODULAR - PRELAMINATED SHUTTER AND CARCASS
INDOOR A.C UNIT : VRV/VRF A.C UNIT
FLOORING & SKIRTING : IMPORTED MARBLE
WALLS : STONE / VITRIFIED MATTE TILES
CEILING :  ACRYLIC EMULSION PAINT ON CEILING/MOISTURE-PROOF BOARD FALSE CEILING
COUNTER : IMPORTED MARBLE /ENGINEERED STONE
FIXTURES : BRANDED
CARPENTRY : MEDICINE CABINET WITH MIRROR, VANITY CABINET
ACCESSORIES : TOILET PAPER HOLDER, TOWEL RING, TOWEL RACK, ROBE HOOK
SHOWER GLASS PARTITIONS : GLASS PARTITION WITHOUT DOOR
FLOORING & SKIRTING : LAMINATED WOODEN FLOORING (AC4)
WALLS : ACRYLIC EMULSION PAINT
CEILING :  ACRYLIC EMULSION PAINT
BOXING  : CALCIUM SILICATE BOARD WITH MS FRAMEWORK
INDOOR A.C UNIT : VRV/VRF A.C UNIT
FLOORING & SKIRTING : VITRIFIED MATTE TILES
WALLS : VITRIFIED GLOSSY TILES UPTO FALSE CEILING
CEILING :  ACRYLIC EMULSION PAINT ON CEILING/MOISTURE-PROOF BOARD FALSE CEILING
COUNTER : IMPORTED MARBLE /ENGINEERED STONE
FIXTURES : BRANDED
CARPENTRY : MEDICINE CABINET WITH MIRROR, VANITY CABINET
ACCESSORIES : TOILET PAPER HOLDER, TOWEL RING, TOWEL RACK, ROBE HOOK
SHOWER GLASS PARTITIONS : GLASS PARTITION WITHOUT DOOR
FLOORING & SKIRTING : IMPORTED MARBLE
WALLS : VITRIFIED GLOSSY TILES & ACRYLIC EMULSION PAINT
CEILING :  ACRYLIC EMULSION PAINT
COUNTER : GRANITE
FITTING & ACCESSORIES : MODULAR CABINETARY WITH SOFT CLOSE TRAYS,  HOB & CHIMNEY, REFRIGERATOR, BUILT-IN MICROWAVE, BUILT-IN OVEN, DISHWASHER, DOUBLE BOWL SINK WITH DRAIN BOARD, INSTANT GEYSER, RO
FLOORING & SKIRTING : ANTI - SKID VITRIFIED TILES
WALLS  : ENAMEL + SEMI-ACRYLIC PAINT
CEILING : ACRYLIC EMULSION PAINT
FLOORING & SKIRTING :  IMPORTED MARBLE
WALLS :  ENAMEL + SEMI-ACRYLIC PAINT
CEILING : ACRYLIC EMULSION PAINT
FLOORING & SKIRTING : ANTI - SKID VITRIFIED TILES
WALLS  : ACRYLIC EMULSION PAINT
CEILING : ACRYLIC EMULSION PAINT
FLOORING & SKIRTING : ANTI - SKID VITRIFIED TILES
WALLS  : VITRIFIED TILES TILL 7'-0, ACRYLIC EMULSION PAINT ABOVE
CEILING : OIL BOUND DISTEMPER
FITTING & FIXTURE : WASH BASIN WITH FAUCET, SHOWER DIVERTER
FLOORING & SKIRTING : MATTE TILES
WALLS  : EXTERIOR GRADE ACRYLIC EMULSION PAINT WITH GYPSUM PLASTER
CEILING : ACRYLIC EMULSION PAINT
RAILING - LIVING/DINING & BEDROOMS : SS + LAMINATED GLASS
UTILITY PARAPET : RCC / BLOCKWORK WITH RCC LINTEL
DGU - ENERGY EFFICIENT GLASS/TINTED/REFLECTIVE/CLEAR GLASS WITH ALUMINIUM FRAMES.
MAIN DOOR : 8 FEET HIGH VENEER/LAMINATED FLUSH DOOR SHUTTER,
ARCHITRAVE & FRAME - PU PAINT, STEAM BEECH SOLID WOOD.
OTHER DOORS : 8 FEET HIGH LAMINATED SHUTTER, FLUSH DOOR SHUTTERS,
ARCHITRAVE & FRAME - HIGH GLOSS PU PAINT, SOLID WOOD.
APARTMENT SWITCHES  : SMART SWITCHES
SERVANT/UTILITY ROOM & TOILET : NORMAL SWITCHES
VRV/VRF
ANTI - SKID VITRIFIED TILES
PASSENGER LIFT
SERVICE LIFT
PENTHOUSE INTERNAL LIFT
PRIVATE LIFT FOR EACH TOWER / WING
5 TIER - GATE/PERIMETER/PARKING/ LOBBY AND ENTRANCE DOOR, VDP AND DIGITAL SMART LOCK ON MAIN DOOR, SECURED ACCESS FOR LIFTS AND LIFT LOBBIES, ACCESS CONTROLLED RECEPTION AREA IN ALL TOWERS, CCTV SURVEILLANCE INCLUDING LIFTS, FIRE DETECTION & SPRINKLER  SYSTEM AND GAS LEAKAGE DETECTORS IN APARTMENTS.
PROVISION FOR LIGHTING
PROVISION FOR CURTAINS & VDP THROUGH CUSTOMIZED APP.","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
